"GEO_ID","NAME","P001001"
"id","Geographic Area Name","Total"
"1000000US360470021002015","Block 2015, Block Group 2, Census Tract 21, Kings County, New York","0"
"1000000US360470021002017","Block 2017, Block Group 2, Census Tract 21, Kings County, New York","162"
"1000000US360470021002018","Block 2018, Block Group 2, Census Tract 21, Kings County, New York","348"
"1000000US360470021002019","Block 2019, Block Group 2, Census Tract 21, Kings County, New York","0"
"1000000US360470021002020","Block 2020, Block Group 2, Census Tract 21, Kings County, New York","0"
"1000000US360470021002021","Block 2021, Block Group 2, Census Tract 21, Kings County, New York","0"
"1000000US360470021002022","Block 2022, Block Group 2, Census Tract 21, Kings County, New York","0"
"1000000US360470021002023","Block 2023, Block Group 2, Census Tract 21, Kings County, New York","0"
"1000000US360470021002024","Block 2024, Block Group 2, Census Tract 21, Kings County, New York","0"
"1000000US360470021002027","Block 2027, Block Group 2, Census Tract 21, Kings County, New York","0"
"1000000US360470021002028","Block 2028, Block Group 2, Census Tract 21, Kings County, New York","0"
"1000000US360470021003001","Block 3001, Block Group 3, Census Tract 21, Kings County, New York","0"
"1000000US360470021003012","Block 3012, Block Group 3, Census Tract 21, Kings County, New York","55"
"1000000US360470021003016","Block 3016, Block Group 3, Census Tract 21, Kings County, New York","22"
"1000000US360470021003017","Block 3017, Block Group 3, Census Tract 21, Kings County, New York","0"
"1000000US360470021003018","Block 3018, Block Group 3, Census Tract 21, Kings County, New York","150"
"1000000US360470021003019","Block 3019, Block Group 3, Census Tract 21, Kings County, New York","144"
"1000000US360470021003020","Block 3020, Block Group 3, Census Tract 21, Kings County, New York","1"
"1000000US360470021003021","Block 3021, Block Group 3, Census Tract 21, Kings County, New York","0"
"1000000US360470021003000","Block 3000, Block Group 3, Census Tract 21, Kings County, New York","0"
"1000000US360470021003002","Block 3002, Block Group 3, Census Tract 21, Kings County, New York","0"
"1000000US360470021003003","Block 3003, Block Group 3, Census Tract 21, Kings County, New York","0"
"1000000US360470021003004","Block 3004, Block Group 3, Census Tract 21, Kings County, New York","0"
"1000000US360470021003005","Block 3005, Block Group 3, Census Tract 21, Kings County, New York","0"
"1000000US360470021003006","Block 3006, Block Group 3, Census Tract 21, Kings County, New York","0"
"1000000US360470021003007","Block 3007, Block Group 3, Census Tract 21, Kings County, New York","0"
"1000000US360470021003008","Block 3008, Block Group 3, Census Tract 21, Kings County, New York","23"
"1000000US360470021003009","Block 3009, Block Group 3, Census Tract 21, Kings County, New York","177"
"1000000US360470021003010","Block 3010, Block Group 3, Census Tract 21, Kings County, New York","0"
"1000000US360470021003011","Block 3011, Block Group 3, Census Tract 21, Kings County, New York","19"
"1000000US360470021003013","Block 3013, Block Group 3, Census Tract 21, Kings County, New York","67"
"1000000US360470021003014","Block 3014, Block Group 3, Census Tract 21, Kings County, New York","46"
"1000000US360470021003015","Block 3015, Block Group 3, Census Tract 21, Kings County, New York","90"
"1000000US360470022001000","Block 1000, Block Group 1, Census Tract 22, Kings County, New York","161"
"1000000US360470022001001","Block 1001, Block Group 1, Census Tract 22, Kings County, New York","0"
"1000000US360470022001002","Block 1002, Block Group 1, Census Tract 22, Kings County, New York","93"
"1000000US360470022001003","Block 1003, Block Group 1, Census Tract 22, Kings County, New York","0"
"1000000US360470022001004","Block 1004, Block Group 1, Census Tract 22, Kings County, New York","599"
"1000000US360470022001005","Block 1005, Block Group 1, Census Tract 22, Kings County, New York","484"
"1000000US360470022001006","Block 1006, Block Group 1, Census Tract 22, Kings County, New York","0"
"1000000US360470022001007","Block 1007, Block Group 1, Census Tract 22, Kings County, New York","0"
